Trial #,Data Transfer Time (ns),Data Size (Bytes),Data Transfer Rate (KB/s)1,1030000,1000000,9.48118932038835e-13
2,1698300,1000000,5.750235529647295e-13
3,975800,1000000,1.0007814101250256e-12
4,1171600,1000000,8.335289347900307e-13
5,0,1000000,0
6,1000200,1000000,9.76367226554689e-13
7,289300,1000000,3.3756049083995852e-12
8,352000,1000000,2.774325284090909e-12
9,0,1000000,0
10,1895600,1000000,4.048953003006964e-13
11,1677700,1000000,5.820841032365739e-13
12,970200,1000000,1.0065579262007832e-12
13,1149700,1000000,8.494063668783161e-13
14,0,1000000,0
15,1967500,1000000,4.963468869123254e-13
16,824800,1000000,1.1839991513094084e-12
17,0,1000000,0
18,0,1000000,0
19,511600,1000000,1.908839913995309e-12
20,706600,1000000,1.3820584489102747e-12
21,365800,1000000,2.6696623838162932e-12
22,0,1000000,0
23,876200,1000000,1.1145429125770371e-12
24,586700,1000000,1.6645005965570137e-12
25,606100,1000000,1.6112233954792938e-12
26,869000,1000000,1.123777330264672e-12
27,1014100,1000000,9.62984419682477e-13
28,308300,1000000,3.1675721699643204e-12
29,822200,1000000,1.1877432498175627e-12
30,0,1000000,0
31,965800,1000000,1.011143611513771e-12
32,269800,1000000,3.619579318013343e-12
33,583800,1000000,1.6727689277149709e-12
34,0,1000000,0
35,984400,1000000,9.92038297440065e-13
36,0,1000000,0
37,0,1000000,0
38,633200,1000000,1.5422654769425142e-12
39,0,1000000,0
40,0,1000000,0
41,1007600,1000000,9.691966057959508e-13
42,823900,1000000,1.1852925112270907e-12
43,896500,1000000,1.0893056330172894e-12
44,996700,1000000,9.797958262265476e-13
45,858400,1000000,1.13765435694315e-12
46,939700,1000000,1.039227945088858e-12
47,0,1000000,0
48,999400,1000000,9.771487892735641e-13
49,999700,1000000,9.76855556667e-13
50,995100,1000000,9.813712189729676e-13
